content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Saya mau tanya, knpa prosesnya kok lama banget ya? Di transaksi saya liat pembayaran berhasil, saldo juga sudah tertera brapa banyak yg tertanam di aplikasi. tapi kenapa di saham yg saya beli kok ga muncul presentasenya?",3,Positif,saya mau tanya knpa prosesnya kok lama banget ya di transaksi saya liat pembayaran berhasil saldo juga sudah tertera brapa banyak yg tertanam di aplikasi tapi kenapa di saham yg saya beli kok ga muncul presentasenya,knpa prosesnya banget ya transaksi liat pembayaran berhasil saldo tertera brapa yg tertanam aplikasi saham yg beli ga muncul presentasenya,"['knpa', 'prosesnya', 'banget', 'ya', 'transaksi', 'liat', 'pembayaran', 'berhasil', 'saldo', 'tertera', 'brapa', 'yg', 'tertanam', 'aplikasi', 'saham', 'yg', 'beli', 'ga', 'muncul', 'presentasenya']",knpa proses banget ya transaksi liat bayar hasil saldo tera brapa yg tanam aplikasi saham yg beli ga muncul presentasenya
Aplikasi cukup user friendly dan membantu untuk melihat pilihan investasi. Improvement: pembelian dan pencairan mohon untuk diperbaiki atau sebaiknya ada time limit nya. Thanks a lot for Bibit,5,Positif,aplikasi cukup user friendly dan membantu untuk melihat pilihan investasi improvement pembelian dan pencairan mohon untuk diperbaiki atau sebaiknya ada time limit nya thanks a lot for bibit,aplikasi user friendly membantu pilihan investasi improvement pembelian pencairan mohon diperbaiki time limit nya thanks a lot for bibit,"['aplikasi', 'user', 'friendly', 'membantu', 'pilihan', 'investasi', 'improvement', 'pembelian', 'pencairan', 'mohon', 'diperbaiki', 'time', 'limit', 'nya', 'thanks', 'a', 'lot', 'for', 'bibit']",aplikasi user friendly bantu pilih investasi improvement beli cair mohon baik time limit nya thanks a lot for bibit
"No ribet ribet, bisa buka rekening reksadana tanpa wara wiri full hanya dr HP, sangat mudah dipahami bagi pemula seperti saya yg lagi belajar.",5,Positif,no ribet ribet bisa buka rekening reksadana tanpa wara wiri full hanya dr hp sangat mudah dipahami bagi pemula seperti saya yg lagi belajar,no ribet ribet buka rekening reksadana wara wiri full dr hp mudah dipahami pemula yg belajar,"['no', 'ribet', 'ribet', 'buka', 'rekening', 'reksadana', 'wara', 'wiri', 'full', 'dr', 'hp', 'mudah', 'dipahami', 'pemula', 'yg', 'belajar']",no ribet ribet buka rekening reksadana wara wiri full dr hp mudah paham mula yg ajar
"Aplikasinya mantap, mudah kita memilih reksadananya sesuai dengan profil resiko kita dan adanya rekomendasi bibit. Tapi, saya berharap nantinya, Bibit bisa menambahkan metode pembayarannya dg menggunakan aplikasi Jenius, Dana, OVO, Internet/mobile banking seluruh bank. Serta saya berharap nantinya di aplikasi Bibit bisa menyediakan fitur utk bisa membeli investasi obligasi pemerintah seperti SBN, Sukuk, dan lain-lain.",5,Positif,aplikasinya mantap mudah kita memilih reksadananya sesuai dengan profil resiko kita dan adanya rekomendasi bibit tapi saya berharap nantinya bibit bisa menambahkan metode pembayarannya dg menggunakan aplikasi jenius dana ovo internetmobile banking seluruh bank serta saya berharap nantinya di aplikasi bibit bisa menyediakan fitur utk bisa membeli investasi obligasi pemerintah seperti sbn sukuk dan lainlain,aplikasinya mantap mudah memilih reksadananya sesuai profil resiko rekomendasi bibit berharap bibit metode pembayarannya dg aplikasi jenius dana ovo internetmobile banking bank berharap aplikasi bibit menyediakan fitur utk membeli investasi obligasi pemerintah sbn sukuk lainlain,"['aplikasinya', 'mantap', 'mudah', 'memilih', 'reksadananya', 'sesuai', 'profil', 'resiko', 'rekomendasi', 'bibit', 'berharap', 'bibit', 'metode', 'pembayarannya', 'dg', 'aplikasi', 'jenius', 'dana', 'ovo', 'internetmobile', 'banking', 'bank', 'berharap', 'aplikasi', 'bibit', 'menyediakan', 'fitur', 'utk', 'membeli', 'investasi', 'obligasi', 'pemerintah', 'sbn', 'sukuk', 'lainlain']",aplikasi mantap mudah pilih reksadananya sesuai profil resiko rekomendasi bibit harap bibit metode bayar dg aplikasi jenius dana ovo internetmobile banking bank harap aplikasi bibit sedia fitur utk beli investasi obligasi perintah sbn sukuk lainlain
"Aplikasi investasi ini bagi saya sangat direkomendasikan. Terutama buat yg gamau ribet soal pembelian dan pembayaran. Kenapa? Karna apk ini Bisa bayar pakai Gopay, Link aja, sama Transfer bank men. Trs bisa juga dapet cashback Pakai kode referal Bibit: (( getcashback )) saat pendaftaran. Kamu langsung dapat cashback saldo 50.000 IDR! Caranya? Download aplikasi bibit, register akun, masukkan kode referal: getcashback, dan cashback dapat langsung digunakan. SELAMAT MENCOBA !!!",5,Positif,aplikasi investasi ini bagi saya sangat direkomendasikan terutama buat yg gamau ribet soal pembelian dan pembayaran kenapa karna apk ini bisa bayar pakai gopay link aja sama transfer bank men trs bisa juga dapet cashback pakai kode referal bibit  getcashback  saat pendaftaran kamu langsung dapat cashback saldo  idr caranya download aplikasi bibit register akun masukkan kode referal getcashback dan cashback dapat langsung digunakan selamat mencoba ,aplikasi investasi direkomendasikan yg gamau ribet pembelian pembayaran karna apk bayar pakai gopay link aja transfer bank men trs dapet cashback pakai kode referal bibit getcashback pendaftaran langsung cashback saldo idr download aplikasi bibit register akun masukkan kode referal getcashback cashback langsung selamat mencoba,"['aplikasi', 'investasi', 'direkomendasikan', 'yg', 'gamau', 'ribet', 'pembelian', 'pembayaran', 'karna', 'apk', 'bayar', 'pakai', 'gopay', 'link', 'aja', 'transfer', 'bank', 'men', 'trs', 'dapet', 'cashback', 'pakai', 'kode', 'referal', 'bibit', 'getcashback', 'pendaftaran', 'langsung', 'cashback', 'saldo', 'idr', 'download', 'aplikasi', 'bibit', 'register', 'akun', 'masukkan', 'kode', 'referal', 'getcashback', 'cashback', 'langsung', 'selamat', 'mencoba']",aplikasi investasi rekomendasi yg gamau ribet beli bayar karna apk bayar pakai gopay link aja transfer bank men trs dapet cashback pakai kode referal bibit getcashback daftar langsung cashback saldo idr download aplikasi bibit register akun masuk kode referal getcashback cashback langsung selamat coba
"Aplikasi apaan ini? Coba investasi karena katanya klo penjualan uangnya masuk ke rekening pling lama 7 hari dan skrang udah setengah bulan uangnya blm masuk juga. Ribet, banyak alasan, katanya harus kirim mutasi rekening dan saya udah kirim katanya ga lengkap, trus mereka bilang mereka yg akan cek. Skrg uang saya masih blm masuk, bahkan saya kirim buktinya dan skrg mereka blg harus pke rekening koran. Aduh ga percaya lagi sama aplikasi ini, timnya ga pasti 👎hati2 penipuan ya guys! Kita ga tau",1,Negatif,aplikasi apaan ini coba investasi karena katanya klo penjualan uangnya masuk ke rekening pling lama  hari dan skrang udah setengah bulan uangnya blm masuk juga ribet banyak alasan katanya harus kirim mutasi rekening dan saya udah kirim katanya ga lengkap trus mereka bilang mereka yg akan cek skrg uang saya masih blm masuk bahkan saya kirim buktinya dan skrg mereka blg harus pke rekening koran aduh ga percaya lagi sama aplikasi ini timnya ga pasti hati penipuan ya guys kita ga tau,aplikasi coba investasi klo penjualan uangnya masuk rekening pling skrang udah uangnya blm masuk ribet alasan kirim mutasi rekening udah kirim ga lengkap trus bilang yg cek skrg uang blm masuk kirim buktinya skrg blg pke rekening koran aduh ga percaya aplikasi timnya ga hati penipuan ya guys ga tau,"['aplikasi', 'coba', 'investasi', 'klo', 'penjualan', 'uangnya', 'masuk', 'rekening', 'pling', 'skrang', 'udah', 'uangnya', 'blm', 'masuk', 'ribet', 'alasan', 'kirim', 'mutasi', 'rekening', 'udah', 'kirim', 'ga', 'lengkap', 'trus', 'bilang', 'yg', 'cek', 'skrg', 'uang', 'blm', 'masuk', 'kirim', 'buktinya', 'skrg', 'blg', 'pke', 'rekening', 'koran', 'aduh', 'ga', 'percaya', 'aplikasi', 'timnya', 'ga', 'hati', 'penipuan', 'ya', 'guys', 'ga', 'tau']",aplikasi coba investasi klo jual uang masuk rekening pling skrang udah uang blm masuk ribet alas kirim mutasi rekening udah kirim ga lengkap trus bilang yg cek skrg uang blm masuk kirim bukti skrg blg pke rekening koran aduh ga percaya aplikasi tim ga hati tipu ya guys ga tau
"apresiasi tinggi untuk kemudahan user interface dan ux nya, benar benar dibikin simple untuk pemula yg tidak begitu tahu banyak tentang investasi, keren pokoknya, keep it up!",5,Positif,apresiasi tinggi untuk kemudahan user interface dan ux nya benar benar dibikin simple untuk pemula yg tidak begitu tahu banyak tentang investasi keren pokoknya keep it up,apresiasi kemudahan user interface ux nya dibikin simple pemula yg investasi keren pokoknya keep it up,"['apresiasi', 'kemudahan', 'user', 'interface', 'ux', 'nya', 'dibikin', 'simple', 'pemula', 'yg', 'investasi', 'keren', 'pokoknya', 'keep', 'it', 'up']",apresiasi mudah user interface ux nya bikin simple mula yg investasi keren pokok keep it up
"Kenapa yea app tiap mau registrasi di bagian TTD digital auto keluar, udah coba 20 kali lebih. Kecewa banget dan bikin kesal..",1,Negatif,kenapa yea app tiap mau registrasi di bagian ttd digital auto keluar udah coba  kali lebih kecewa banget dan bikin kesal,yea app registrasi ttd digital auto udah coba kali kecewa banget bikin kesal,"['yea', 'app', 'registrasi', 'ttd', 'digital', 'auto', 'udah', 'coba', 'kali', 'kecewa', 'banget', 'bikin', 'kesal']",yea app registrasi ttd digital auto udah coba kali kecewa banget bikin kesal
Masa sih klo narik duitnya Ampe 7 hari lebih. Klo kita ajukan narik pas market mau turun drastis. Nunggu 7 hari market dah anjlok parah itu gimana. Masa iya rugi banyak banget. Jadi bingung sama cara kerjanya nih gimana,3,Positif,masa sih klo narik duitnya ampe  hari lebih klo kita ajukan narik pas market mau turun drastis nunggu  hari market dah anjlok parah itu gimana masa iya rugi banyak banget jadi bingung sama cara kerjanya nih gimana,sih klo narik duitnya ampe klo ajukan narik pas market turun drastis nunggu market dah anjlok parah gimana iya rugi banget bingung kerjanya nih gimana,"['sih', 'klo', 'narik', 'duitnya', 'ampe', 'klo', 'ajukan', 'narik', 'pas', 'market', 'turun', 'drastis', 'nunggu', 'market', 'dah', 'anjlok', 'parah', 'gimana', 'iya', 'rugi', 'banget', 'bingung', 'kerjanya', 'nih', 'gimana']",sih klo narik duit ampe klo aju narik pas market turun drastis nunggu market dah anjlok parah gimana iya rugi banget bingung kerja nih gimana
"aplikasinya bagus sangat mudah dipahami untuk yg awam seperti saya, sedikit saran saja tolong ditambah lagi metode pembayarannya seperti dana, ovo, dll, supaya lebih mudah lagi dalam transaksi.",5,Positif,aplikasinya bagus sangat mudah dipahami untuk yg awam seperti saya sedikit saran saja tolong ditambah lagi metode pembayarannya seperti dana ovo dll supaya lebih mudah lagi dalam transaksi,aplikasinya bagus mudah dipahami yg awam saran tolong ditambah metode pembayarannya dana ovo dll mudah transaksi,"['aplikasinya', 'bagus', 'mudah', 'dipahami', 'yg', 'awam', 'saran', 'tolong', 'ditambah', 'metode', 'pembayarannya', 'dana', 'ovo', 'dll', 'mudah', 'transaksi']",aplikasi bagus mudah paham yg awam saran tolong tambah metode bayar dana ovo dll mudah transaksi
Menurut saya mending kalok punya uang lebih yang belum kepake.. Mending bibit deh.. Simpel dan gak ribet... Untuk pemula seperti saya oke... Top... Bimbingan nya juga mudah... Smoga bibit makin sukses...,5,Positif,menurut saya mending kalok punya uang lebih yang belum kepake mending bibit deh simpel dan gak ribet untuk pemula seperti saya oke top bimbingan nya juga mudah smoga bibit makin sukses,mending kalok uang kepake mending bibit deh simpel gak ribet pemula oke top bimbingan nya mudah smoga bibit sukses,"['mending', 'kalok', 'uang', 'kepake', 'mending', 'bibit', 'deh', 'simpel', 'gak', 'ribet', 'pemula', 'oke', 'top', 'bimbingan', 'nya', 'mudah', 'smoga', 'bibit', 'sukses']",mending kalok uang kepake mending bibit deh simpel gak ribet mula oke top bimbing nya mudah smoga bibit sukses
"Aplikasi gk bisa optimal di hpku,sebagian layar gk Tampil,DAN g bisa scrol, ku coba buka di browser Chrome ternyata sama,akhirnya ku buka dengan opera browser hasilnya normal, jadi terpaksa saya uinstal ya app nya,terima kasih bibit",4,Positif,aplikasi gk bisa optimal di hpkusebagian layar gk tampildan g bisa scrol ku coba buka di browser chrome ternyata samaakhirnya ku buka dengan opera browser hasilnya normal jadi terpaksa saya uinstal ya app nyaterima kasih bibit,aplikasi gk optimal hpkusebagian layar gk tampildan g scrol ku coba buka browser chrome samaakhirnya ku buka opera browser hasilnya normal terpaksa uinstal ya app nyaterima kasih bibit,"['aplikasi', 'gk', 'optimal', 'hpkusebagian', 'layar', 'gk', 'tampildan', 'g', 'scrol', 'ku', 'coba', 'buka', 'browser', 'chrome', 'samaakhirnya', 'ku', 'buka', 'opera', 'browser', 'hasilnya', 'normal', 'terpaksa', 'uinstal', 'ya', 'app', 'nyaterima', 'kasih', 'bibit']",aplikasi gk optimal hpkusebagian layar gk tampildan g scrol ku coba buka browser chrome samaakhirnya ku buka opera browser hasil normal paksa uinstal ya app nyaterima kasih bibit
"Susah untuk mendaftar padahal mau berinvestasi karena foto ktp burem sedangkan ktp NIK nya seumur hidup,sedangkan solusinya ga ada musti ktp ga ada opsi seperti pasport ataupun sim, mau berinvestasi aja sulitnya begini. Fungsinya foto bersama ktp ga ada artinya pemerintah ga memikirkan kondisi fisik ktp ada punya umurnya kapan musti dicetak karena buram patah. Opsi untuk berinvestasi kurang memadai solusi baiknya belum saya dapatkan.terima kasih.",1,Negatif,susah untuk mendaftar padahal mau berinvestasi karena foto ktp burem sedangkan ktp nik nya seumur hidupsedangkan solusinya ga ada musti ktp ga ada opsi seperti pasport ataupun sim mau berinvestasi aja sulitnya begini fungsinya foto bersama ktp ga ada artinya pemerintah ga memikirkan kondisi fisik ktp ada punya umurnya kapan musti dicetak karena buram patah opsi untuk berinvestasi kurang memadai solusi baiknya belum saya dapatkanterima kasih,susah mendaftar berinvestasi foto ktp burem ktp nik nya seumur hidupsedangkan solusinya ga musti ktp ga opsi pasport sim berinvestasi aja sulitnya fungsinya foto ktp ga pemerintah ga memikirkan kondisi fisik ktp umurnya musti dicetak buram patah opsi berinvestasi memadai solusi baiknya dapatkanterima kasih,"['susah', 'mendaftar', 'berinvestasi', 'foto', 'ktp', 'burem', 'ktp', 'nik', 'nya', 'seumur', 'hidupsedangkan', 'solusinya', 'ga', 'musti', 'ktp', 'ga', 'opsi', 'pasport', 'sim', 'berinvestasi', 'aja', 'sulitnya', 'fungsinya', 'foto', 'ktp', 'ga', 'pemerintah', 'ga', 'memikirkan', 'kondisi', 'fisik', 'ktp', 'umurnya', 'musti', 'dicetak', 'buram', 'patah', 'opsi', 'berinvestasi', 'memadai', 'solusi', 'baiknya', 'dapatkanterima', 'kasih']",susah daftar investasi foto ktp burem ktp nik nya umur hidupsedangkan solusi ga musti ktp ga opsi pasport sim investasi aja sulit fungsi foto ktp ga perintah ga pikir kondisi fisik ktp umur musti cetak buram patah opsi investasi pada solusi baik dapatkanterima kasih
"Saya sudah daftar lalu SDH di verifikasi dan sukses, blm sempat deposit karena masih saya pelajari, eh dua haru kemudian verifikasi dibatalkan artinya di susuh daftar ulang, ha ha ha ha segitu nya ni aplikasi , lucu deh, akhirnya gw hapus saja nih aplikasi, GK jadi invest deh",1,Negatif,saya sudah daftar lalu sdh di verifikasi dan sukses blm sempat deposit karena masih saya pelajari eh dua haru kemudian verifikasi dibatalkan artinya di susuh daftar ulang ha ha ha ha segitu nya ni aplikasi  lucu deh akhirnya gw hapus saja nih aplikasi gk jadi invest deh,daftar sdh verifikasi sukses blm deposit pelajari eh haru verifikasi dibatalkan susuh daftar ulang ha ha ha ha segitu nya ni aplikasi lucu deh gw hapus nih aplikasi gk invest deh,"['daftar', 'sdh', 'verifikasi', 'sukses', 'blm', 'deposit', 'pelajari', 'eh', 'haru', 'verifikasi', 'dibatalkan', 'susuh', 'daftar', 'ulang', 'ha', 'ha', 'ha', 'ha', 'segitu', 'nya', 'ni', 'aplikasi', 'lucu', 'deh', 'gw', 'hapus', 'nih', 'aplikasi', 'gk', 'invest', 'deh']",daftar sdh verifikasi sukses blm deposit ajar eh haru verifikasi batal susuh daftar ulang ha ha ha ha segitu nya ni aplikasi lucu deh gw hapus nih aplikasi gk invest deh
"Tolong bantu report aplikasi ini. Karena Dana yang dicairkan tidak kunjung ditransfer ,katanya 7 hari kerja padahal sudah lebih. Diminta mutasi history bank,sudah dikasih tapi tetep tidak puas,meminta history tgl yang tidak ada transaksi sama sekali disitu. SANGAT MENYULITKAN DAN TERNYATA BANYAK YANG SAMA JADI KORBAN TIDAK KUNJUNG DIKIRIM UANG PENCAIRAN NASABAH",1,Negatif,tolong bantu report aplikasi ini karena dana yang dicairkan tidak kunjung ditransfer katanya  hari kerja padahal sudah lebih diminta mutasi history banksudah dikasih tapi tetep tidak puasmeminta history tgl yang tidak ada transaksi sama sekali disitu sangat menyulitkan dan ternyata banyak yang sama jadi korban tidak kunjung dikirim uang pencairan nasabah,tolong bantu report aplikasi dana dicairkan kunjung ditransfer kerja mutasi history banksudah dikasih tetep puasmeminta history tgl transaksi disitu menyulitkan korban kunjung dikirim uang pencairan nasabah,"['tolong', 'bantu', 'report', 'aplikasi', 'dana', 'dicairkan', 'kunjung', 'ditransfer', 'kerja', 'mutasi', 'history', 'banksudah', 'dikasih', 'tetep', 'puasmeminta', 'history', 'tgl', 'transaksi', 'disitu', 'menyulitkan', 'korban', 'kunjung', 'dikirim', 'uang', 'pencairan', 'nasabah']",tolong bantu report aplikasi dana cair kunjung transfer kerja mutasi history banksudah kasih tetep puasmeminta history tgl transaksi situ sulit korban kunjung kirim uang cair nasabah
