userName,score,at,content
Nana Tauco,5,2020-06-19 09:44:45,"Aplikasi mudah pemakaiannya, gak ribet. Saran untuk bibit mohon di tambah untuk metode pembayaran menggunakan ewallet nya jangan hanya gopay aja, tambah yang lainnya ya!"
Prayugo CA,3,2020-06-13 10:06:18,"perlu dikembangkan lagi. kecepatan membuka aplikasi perlu di upgrade, fitur2 untuk memudahkan jg, saya kasih masukan untuk ada fitur chart pembanding antar produk semoga segera ada. dan ditunggu juga fitur2 keren lain."
Yulius Chaesario,5,2020-06-12 20:46:45,"Aplikasi BIBIT merupakan tempat investasi REKSADANA online terbaik yang pernah ada. Supaya kalian mendapat BONUS 50.000 gunakan kode referal ""julyus"" (tidak pakai tanda petik) agar investasimu makin berkembang. Selain itu aplikasi ini punya fitur fitur yang sangat lengkap untuk mempermudah investasimu. Segera download dan mulai investasimu dengan memasukkan kode referal ""julyus"" sekarang juga."
Dewa Alher (Dewa Alher),4,2020-06-06 08:28:42,Ini aplikasi yang bagus untuk belajar investasi bagi pemula.. Untuk yang advance juga saya rasa sangat memudahkan.. Fitur auto portofolio juga sangat membantu bagi pemula yg bingung dengan Reksadana mana yg mesti kita beli.. Sedikit saran dari saya tolong tambahkan fitur metode pembayaran lewat minimarket/semacamnya.. itu akan sangat memudahkan kita yang hanya memegang uang cash.. Terimakasih..
Game Moba,5,2020-06-02 16:05:21,"Bagi teman-teman yang belum memiliki pengalaman berinvestasi, bibit sangatlah cocok, user interface yang mudah ditunjang dengan penjelasan tentang fitur didalamnya sangatlah mudah dipahami, untuk user baru dapat memasukan kode referal (BIBITULANG) untuk mendapatkan keuntungan lainya, silahkan dicoba 😊"
Ajat Sudrajat,1,2020-06-02 01:43:05,"Aplikasi penolong para pencari cuan :) lumayan loh DAPAT 50k CASHBACK setelah input code refferal >>>> BIBITBONS50k 😱😱 untuk pendaftaran pertama. Biasakan investasi sejak dini!! Dikit dikit jadi bukit, DARI DUIT DAPAT DUIT!!! 😂😂"
Annisa Putri ftmsr,5,2020-05-20 21:32:58,"Gak tau semenjak pakai ini lebih enak dan teratur kalau mau investasi. Jadi semangat nabung, karena selain ada panduannya, ada grup telegramnya juga jadi seneng invest sekalian nabung"
ekadesy widnyani,5,2020-05-14 05:44:31,"Awalnya takut ribet kalo investasi reksa dana, tp bibit beda, tampilannya yg sederhana mudah dimengerti utk pemula sprti saya dan jika ada keluhan sangat cepat tanggap. Kerenn🤘"
Novan pambudi,5,2020-05-12 09:58:33,Sangat user friendly dan UI nya mudah d pahami. Saran spya platform juga bisa d akses dri WEB
Shinta Johar Alif Rahadi,3,2020-05-12 03:35:57,"Kok gabisa dibuka ya app nya? Ada pemberitahuan ga ada koneksi internet, padahal pake wifi. Tolong bantuannya. Nanti kalau bisa teratasi rate bintangnya dinaikin. Makasih"
ratna malia,5,2020-05-12 00:31:32,"Untuk pertama kalinya masuk dan membeli reksadana hanya bermodal 10.000, tapi kenaikan revenue terus meningkat. Aplikasi juga mudah dipahami bagi pemula. Untuk kalian yang baru mau gabung silakan ketik kode referal ini untuk mendapatkan cashback Rp 25.0000 ( ketik : shanum ) Semoga sukses !!!"
Sulthan Alfarizi,4,2020-05-11 22:27:23,Aplikasinya sangat membantu sekali dan untuk oprasikan aplikasinya sangat mudah. Jozz pokoknya
Teaser Drama,5,2020-05-11 05:58:56,"suka banget sama aplikasi bibit sangat bagus bahkan untuk pemula. Caranya jelasin bagus banget jadi ngerti , terus ga bingung mau pilih reksadana yg mana karena udah dikasih pilihan top 5 reksadana , yuk instal appnya dan daftar dengan masukin kode referral ""cuanjaya"" supaya kamu dapat cashback Rp 25.000 pada saat awal pendaftaran. bibit diawasi ojk juga loh pasti aman yuk mulai sedini mungkin."
Elvis Alfah Levi,5,2020-05-06 14:01:25,"Platform penyedia investasi yang ramah bagi pemula seperti saya. Proses pembuatan akun yang mudah dan cepat. Disertai dengan antarmuka aplikasi yang user-friendly bagi siapa saja. Selain itu, terdapat grup telegram bagi pengguna yang dapat diperuntukkan untuk pembelajaran setiap orang terkait investasi."
Merdi Dion,4,2020-04-30 21:57:51,"bagus bnyk promo namun antarmukanya kurang simpel, dan agak membingungkan saat pertama kali nyoba. tdk seperti yg sebelah"
Pengguna Google,1,2020-04-25 12:27:38,"Saya baru install dan setiap mau buka aplikasi ini selalu force close, sudah saya ulangi seperti uninstall install lg tp ttp force close. Untuk memori di hp saya jg msh lumayan ada 1Gban. Ini kenapa ya?tolong ditindak lanjuti..krna antusiasme saya memilih menggunakan ini drpada aplikasi reksadana yg lainnya sangat tinggi. thanks"
Pengguna Google,5,2020-04-22 06:12:43,"Aplikasi yang sangat bagus, panduan yg diajarkan cukup mudah dipahami oleh pemula bahkan ada si robo yang bisa membantu memilih dan mengelola investasi.. Terima kasih tim bibit, semoga terus berkembang"
Pengguna Google,3,2020-04-22 04:36:34,"Kasih bintang 2 dulu aja, karena baru mulai juga, tapi overall belom nemuin yang problem yang aneh. Untuk pemula saya rekomendasikan ketika ingin memulai investasi reksadana pahami juga sistem nya sekarang udah banyak buku terkait reksana, maaf bukan menggurui !!!"
Pengguna Google,5,2020-04-15 16:05:58,"Berkat aplikasi ini, aq jadi mengerti gimana sistem investasi reksadana. Mudah dipahami.. penggunaan apk lancar. Bagi yang blum paham aplikasi ini membantu memilih investasi yang terbaik sesuai kebutuhan."
Pengguna Google,5,2020-04-15 01:59:14,Sangat direkomendasikan bagi investor pemula yang belum atau masih belajar investasi. Aplikasi ini punya robot atau kecerdasan buatan yang membantu memilih reksadana sesuai dengan karakter penggunanya. The best lah
Pengguna Google,5,2020-04-15 01:03:14,Saya baru memulai invest baru di aplikasi ini saja... Aku pemula dan baru mengenal dunia invest... Yang saya rasakan ... Baru beberapa jam dengan modal 30r... Itu juga saya dibagi menjadi 3pilihan invest. Yaitu pasar uang. Saham. Obligasi.... Saya dah dapet Rp. 250 cuma beberapa jam... Buat BIBIT... Saya titip finansial masa tuaku. Khususnya buat biaya pendidikan anak2ku untuk beberapa tahun ke depan... Pokonya BIBIT the best... Terimakasih.....
Pengguna Google,1,2020-04-14 22:47:13,Pencairan dananya agak lama.. Cashback 50k dapat pake kode BUKATABUNGANBIBIT dan setelahnya saya coba tarik ke rekening. Berhasil tapi harus sabar karena makan waktu untuk beli-dapatcashback-jual kurang lebih 10 harian.
Pengguna Google,5,2020-04-13 23:30:16,"Aplikasinya cukup simpel dan mudah dipahami. Biarpun belum ada ilmu sama sekali asal paham kata""topup, beli dan jual"" insya allah bisa menabung disini. Untuk pemula saya sarankan gunakan robo adviser agar lebih aman. Serta kode BUKATABUNGANBIBIT untuk transaksi pertama dapat cashback 50k"
Pengguna Google,4,2020-04-13 22:56:19,"Aplikasinya bagus, mudah di gunakan klo ada pertanyaan langsung bisa hub cs baik di aplikasi maupun di wa, pokoknya recomend buat anda yg ingin investasi,"
Pengguna Google,5,2020-03-25 08:02:31,"Aplikasi yang keren, UI/UX nya bagus. Saran sedikit sebaiknya bagian splashscreen tidak perlu cek koneksi karena bikin lambat ketika masuk app"
Pengguna Google,5,2020-03-11 15:47:56,Untuk pemula seperti saya tidak ada salahnya mencoba investasi dari nilai terkecil untuk melihat perkembangan kedepannya. Ketika saya sudah yakin maka hasil optimal akan didapatkan
Pengguna Google,5,2020-03-04 16:05:36,"Mudah dimengerti, membuat investasi jadi enggak membingungkan. But please tambahin fitur supaya bisa enak dilihat walaupun orientasi hp/tablet sedang dalam posisi landscape atau potrait terbalik."
Pengguna Google,5,2020-03-04 05:15:38,"I love it. Fiturnya simple utk para pemula investor seperti saya. Selain itu pembayarannya bisa melalui gopay, berguna bgt buat orng2 yg belum punya rek. Bank. Alangkah baiknya kalau bibit bisa menambahkan produk2 yang menurut saya kurang bervariasi. Mungkin itu saja."
Pengguna Google,5,2020-03-03 21:53:35,untuk pemula yang ingin belajar tentang investasi sangat cocok untuk menggunakan bibit. Dari segi user interface sangat mudah untuk di mengerti dan pemilihan warna sangat bagus dan konsisten
Pengguna Google,5,2020-02-21 13:52:45,Setelah transfer dan mau di upload bukti pembayaran tidak bisa. Padahal setting ijin aplikasi untuk aplikasi sudah di perbolehkan. Terima kasih responnya. Sudah bisa manual menggunakan google chrome. Untuk yang mengalami kejadian seperti saya silahkan di coba melalui google chrome.
Pengguna Google,5,2020-02-20 08:30:17,"Ya ,satu klik buat pemula seperti saya sangat di sarankan dengan apk ini ngak ribet untuk ferifikasi data dan tentunya sama waktu mau invest dimana sudah di pilihkan yang terbaik menurut tipe kita dsn yang ngak kalah penting masikan kode ini untuk dspat casback 50 k : ' okbibitku ' , succes slalu ya"
Pengguna Google,4,2020-02-20 06:41:17,"Masih pemula, masih harus banyak belajar lagi.. Tapi sebenarnya sudah sangat terbantu dengan mudahnya tampilan dan informasi bibit🙌"
Pengguna Google,5,2020-02-16 00:21:02,"Keren aplikasi ini. Pembayarannya sangat mudah, pengoperasian nya mudah.... Saya sebagai pemula yg masih 2 bulan menggunakan Bibit tidak terlalu memperhatikan besar returnnya... Tempat menabung yg recommended banget ,🤟"
Pengguna Google,4,2020-02-13 11:05:03,"aplikasinya sudah bagus dan sangat membantu untuk anak muda yang mau belajar tentang investasi. Tapi dari segi aplikasi, kadang masih terasa lag di beberapa tampilan."
Pengguna Google,5,2020-02-12 18:37:52,"Aplikasi bagus, buat pemula yang ingin cocok sekali. Tapi, buat beberapa hal dalam membuka aplikasi terkadang lemot"
Pengguna Google,4,2020-02-08 12:35:09,"Untuk saat ini kasih bintang 4 dulu ya, karena baru banget make bibit.... Untuk metode pembayaran cukup mudah, penarikan juga cukup mudah, user interface bagus, platfrom menarik... Cuma kalo bisa tambahin metode pembayaran lain seperti dana , dll..... Terima kasih"
Pengguna Google,5,2020-02-04 22:41:26,"Keren aplikasinya, tampilannya mudah di pahami dan sangat bagus diliat mata, tambahan aja sih pada kalkulator itu di kasih return jadi total tabungan trus disampingnya total returnya jadi lebih mudah di liat dan gak campur"
Pengguna Google,5,2020-02-02 21:11:31,"Tolong dong sediain fasilitas buat pelajarnya gimana mau investasi dari muda kalo dipersulit?, cara Registrasi nya klo udh dipilih pendidikan: SMP dan gak disediain gitu nama bank dll biar enak registrasi nya dan bayarnya bisa pake pulsa atau gopay gitu buat pelajar kan gak semua pelajar punya rekening bank?! Makan nya kalo mau buka tempat investasi dikondisikan dulu kondisi masyarakatnya. Sekian dari saya seorang pelajar. Tolong cepat diperbaiki!"
Pengguna Google,5,2020-01-25 02:21:44,"Setelah coba berbagai aplikasi investasi Reksadana, akhirnya lebih pilih Bibit karena simple. Pembayaran juga lebih mudah karena pilihan link aja atau Go-Pay selain transfer bank. Semoga bisa Istiqomah menyisihkan uang dari paksu."
Pengguna Google,5,2020-01-24 13:49:22,"Keren sekali mantap jiwa bagus gunakan ((Kode referal: getcashback)) . Mau tambahan cashback 50rb untuk investasi pertama kamu? Caranya? Download aplikasi bibit, register akun, gunakan kode referal ( getcashback ) saat pendaftaran dan selesai! Anda mendapat cashback dan bisa langsung digunakan lho!, Aplikasi Bibit ini benar-benar mudah digunakan dan fitur robo sangat membantu saya dalam memilih jenis investasi. Bebas Fee, bebas pajak, keren pokok nya."
Pengguna Google,1,2020-01-19 01:07:55,Dana tidak cair lebih dari 3 minggu...sebenarnya saya hanya ingin uji coba...tapi nampaknya pihak bibitpun lepas tangan...dana hilang begitu saja...tidak ada follow up..liat yang lain juga ternyata banyak yang sama...tidak percaya lagi aplikasi ini..
Pengguna Google,5,2020-01-18 17:42:56,Bibit keren top upnya mudah dan gak ribet apa lagi pakai link aja gak kena biaya tambahan. Kedepannya system keamanan dan transaksi di tingkatkan lagi.
Pengguna Google,5,2020-01-17 13:27:39,Pertama instal Bibit investasi cukup puas krn cepat prosesnya dan harapan bisa up to date selalu progress nya..sip .keren deh ...pokonya rekomended aplikasi buat semua..mantap..
Pengguna Google,5,2020-01-16 06:44:32,"Keren, bisa buat belajar investasi bagi pemula 👍🏻, tambahin metode top up berkala pake link aja dong biar lebih bervariasi"
Pengguna Google,5,2020-01-15 22:55:07,"Kalau tentang aplikasinya sih worth it banget, trusted. Cuma bagi yang tau banget tentang minusnya invest lewat reksadana pasti ga bakalan mau invest lewat reksadana lagi deh atau download aplikasi ini. Cuma buat pemula silahkan dicoba aja, inget modal gausah gede2, coba aja dulu kalau cocok baru lanjut. Gue sih baru 1 bulan lebih dikit udah gue uninstall nih app. Thanks, ga maksud menghujat. Saling sharing pengalaman gue aja."
Pengguna Google,5,2020-01-02 04:53:46,"Bibit luar biasa sekali, Ngga ribet sama sekali. Cukup isi go pay , top up di waktu yang tepat. Dan pasti pelajari reksadana dulu biar ngerti😄❤"
Pengguna Google,5,2019-12-30 08:46:54,Tingkatkan terus min aplikasinya... mudah2an semakin mantap bibit.. and pembayaranya tambah bervariasi
Pengguna Google,4,2019-12-28 12:28:24,"Aplikasi sangat ini sangat rapi dan mudah digunakan. Sangat membantu untuk belajar tentang Reksadana Untuk Saran, mungkin layar Home bisa disederhanakan, untuk fitur2 yg tidak terlalu penting seperti kuis dan tips lebih baik ukurannya diperkecil ."
Pengguna Google,5,2019-12-24 08:05:13,"Cara baru nabung yg seru. Aplikasinya bikin dari yg awalnya blm paham, jadi paham. Interfacenya mudah, dan kasih rate terupdate juga. Skema ilustrasi nabung dan return yg di dpt juga komplit."
Pengguna Google,5,2019-12-06 20:31:42,"Aplikasi bibit sungguh keren untuk berinvestasi bagi pemula karena banyak tutorialnya, dan bayarnya bisa lewat apa aja kayak gopay, link, dll."
Pengguna Google,5,2019-11-29 10:12:52,"Mantap, overall bagi pemula seperti saya sistem cukup mudah dipahami Mungkin untuk pembayaran aja yang perlu di tambah seperti penggunaan virtual account"
Pengguna Google,4,2019-11-06 21:18:29,"Sangat cocok untuk investor pemula dari kalangan pelajar pun. Saya dikenalkan aplikasi bibit ini dari dosen saya, katanya investasi itu penting, terus semuanya suruh download ini, dan sekarang saya mulai paham sedikit demi sedikit tentang saham dari app ini."
Pengguna Google,5,2019-11-05 01:30:21,"Aplikasinya bagus dan investasinya terpercaya,refund yang konsisten mudah di dapat. Daftar dan Gunakan *tabungsekarang* dan dapatkan Investasi Gratis 50.000 Saran saya waktu pembelian dan penjualan mohon di percepat hingga saat pembelian waktu yang di depan juga cepat dan saat penjualan cepat agar uang di butuhkan segera cair"
Pengguna Google,5,2019-11-04 15:57:57,Aplikasi registrasi pendaftarannya sangat mudah dan sangat membantu .itulah mengapa saya pilih bibit.dan pengalaman saya berinvestasi pertama kali bisa di tutun atau diarahkan..oleh robo. Dan yg penting cara pembayaran transaksinya kita bisa memilih ada 3 cara pembayaran ..pokok nya mantap deh..BIBIT..
Pengguna Google,5,2019-11-03 14:34:01,"Bagus bgt pakai kode referal ✨((getcashback))✨kita bisa dapat cashback 50000 dengan cara menggunakan kode itu saat registrasi. Aplikasi ini juga cocok untuk investor pemula, cara pengoperasian juga gampang. Ditambah ada fitur Robo yang sangat membantu pemula."
Pengguna Google,5,2019-10-23 09:17:25,"Untuk pemula seperti saya sangat membantu karena fitur2 nya mudah dicerna, dan Customer Service nya cepat menanggapi. Sukses lah pokoknya buat Bibi.. 😉"
Pengguna Google,5,2019-10-19 07:37:30,"Keren,aplikasinya simple dan mudah dipahami buat pemula seperti saya yang baru belajar investasi reksadana. Cara registrasinya pun mudah dan cepat. Goodjob!"
Pengguna Google,4,2019-10-18 08:10:41,"Aplikasi yang bagus masuk kode ( mulyanto5 ) untuk mendaptakan bonus 50.000 aplikasi yang baik untuk pemula yang baru pertama kali memulai investasi reksadana. yuk ah di download sebelum ketinggalan!! Ga akan nyesel lo!! Metode pembayarnya juga bisa via Go-Pay, tapi alangkah lebih baiknya bisa menggunakan dana dan ovo juga. Jadi bisa lebih komplite. Dan ga ada terkena biaya transfer antar bank. Terimakasih bibit reksadana investaasi"
Pengguna Google,5,2019-10-05 04:57:18,"bagus nih, walau w pemula reksadana dan untuk nabung awal2 agak kurang meyakinkan. tapi setelah beberapa hari akhirnya paham dan ngerasa enak daripada app2 lain. apalagi user friendly app nya"
Pengguna Google,5,2019-10-04 09:58:51,"Bibit keren, memudahkan pengguna newbie dan mudah mengoperasikannya serta ad auto pilotnya jadi tidak perlu ngecek terus menerus. ."
Pengguna Google,5,2019-09-29 21:32:38,"Aplikasi mudah dalam penggunaan dan pendaftaran, metode pembayaran nya pun sangat mudah dengan go-pay. Untuk pilihan produk Reksadana nya cukup variatif, semoga kedepannya lebih banyak lagi pilihan Reksadana nya"
Pengguna Google,5,2019-09-13 02:18:47,"Saya sebagai pemula merasa puas.. krn sangat mudah berinvestasi reksadana di Bibit.. Tp ada satu pilihaninvestasi saya yg tiba2 menghilang, jadi tidak bisa dibeli lagi.. padahal menurut saya itu prospeknya baik.. tolong kalau bisa dimunculkan kembali... masukan dari saya kedepannya lebih diperbanyak lagi menu pilihan investasinya khususnya yang Syariah... Mantab...👍"
Pengguna Google,5,2019-09-12 18:38:26,"Aplikasi ini memberi pengalaman baru dalam berinvestasi reksadana secara online. Saya belajar untuk menabung, dan mengontrol tabungan dengan fitur-fitur yang tersedia. Walau hanya kecil-kecilan, saya bisa memiliki gambaran bagaimana prospek investasi saya dan melakukan perubahan seperlunya. Semoga ada konsistensi menabung secara rutin tiap bulan, atau jangka waktu tertentu secara konsisten. Dgn cara bayar pakai GOPAY, transaksi beli jadi lebih mudah. Semoga Update Harga reksadana lebih real time."
